Latitude,Longitude,Value
35.780087517860856,-78.63675220519377,52.107321264237065
35.78022651335982,-78.63610023632774,87.52043837310379
35.78087656245987,-78.63593863052286,30.705908338005187
35.77963542279288,-78.63659503489947,43.354193776316365
35.78101397243847,-78.63610427154875,22.407211827040456
35.78024296932328,-78.6363828911642,83.0128711457379
35.78021690811458,-78.63606670657929,85.3276392117253
35.779990482475405,-78.63577174049725,58.01948546942097
35.77990983752103,-78.63610816423142,76.70166878415665
35.78005254894027,-78.63629800284441,88.84049114783666
35.78006204902769,-78.63589862425322,70.69105253650466
35.77946843477626,-78.63602427223708,37.18592308855891
35.780292262778396,-78.635776991703,58.86124492691107
35.780113390875464,-78.63623979039558,96.28396698240019
35.78002859748435,-78.63631284786229,86.35807010501668
35.7809319941227,-78.63587743989896,24.089157019733335
35.78085900477075,-78.63637274790369,35.328212150683115
35.780118768503975,-78.63613407700208,92.18623087948929
35.77998926919696,-78.63657965146643,64.78780050083189
35.78046928251106,-78.6359076469512,60.385847191098385
35.78094770335429,-78.63604140102437,27.25436783369743
35.780115467125974,-78.63562149408469,46.99821725168144
35.77997137089272,-78.6357835423017,58.394558305775135
35.77998908931362,-78.63626498662764,85.21164355795784
35.7808332637122,-78.63634936591167,37.98937413111084
35.78089619785447,-78.6365156800794,28.4138119657881
35.77947073749474,-78.63669563575789,26.25006119815066
35.78029815936043,-78.63612376030271,84.32137100646838
35.78042939887905,-78.63613476775289,73.97357353893885
35.77996147442166,-78.6360596306501,78.29207745808833
35.78168911753762,-78.63835105592031,56.584313347340114
35.7822404224951,-78.63827132925046,35.82424153967682
35.78257598079159,-78.63842928780565,21.049045071958616
35.78180837041236,-78.63900738544939,84.10274547726621
35.78251692860235,-78.6388048261906,34.76308572361327
35.78160777222891,-78.63946243346838,41.679426556721026
35.7817923347073,-78.63889633129996,94.07642786127278
35.78171776075372,-78.6387492975287,90.73047523798962
35.782149389476366,-78.63925546465718,50.13614985379537
35.78175561511211,-78.63878031470556,94.91533197711811
35.7816740404159,-78.63855884248117,73.98533423786023
35.781710130178695,-78.63939938279222,48.99540229158295
35.78210612387814,-78.63910687935044,62.222805987044055
35.78225251355882,-78.6383920550786,42.9404170221604
35.78181766002165,-78.63933427545538,55.0978241944403
35.781841833494354,-78.63927085041897,60.49635229084874
35.78140258660454,-78.63888505954782,65.79671853131603
35.78187932149197,-78.63881484270577,91.36868584053565
35.782345092639005,-78.63871791120704,49.08716709889757
35.78160337632131,-78.6384094844388,59.314344706823775
35.78197103071733,-78.63895338743886,80.05662166809
35.781208440420905,-78.6384673076917,39.555908916556106
35.78179265715393,-78.63876161728227,93.84160721369656
35.78174758986117,-78.63868968858002,87.10229701967964
35.78244095382134,-78.63914120780791,35.35036963484664
35.781258904131164,-78.63941337680927,30.283152784982576
35.781839013415514,-78.63898874059122,85.07439528911713
35.78216239469007,-78.63913364270945,56.852620646747944
35.78206824249809,-78.63958481143241,28.312696006120547
35.78174241051763,-78.63874014323645,91.19584603778586
35.77994163115543,-78.63922571638435,31.141553339492532
35.780079800682195,-78.63850065291619,59.14021579379474
35.779446985134854,-78.63842158793462,82.23137516234158
35.77984224224075,-78.63831291103632,72.99078628770977
35.77989293479458,-78.63862284462182,74.14376543833959
35.77899225422939,-78.63859525401602,43.758483288385776
35.7790478509305,-78.63785971989337,22.257433382323143
35.7798408920329,-78.63857369836366,79.85741633397086
35.77934981657224,-78.63851604449755,75.92973521465842
35.779613357084465,-78.63848831975719,97.04904421163738
35.77927118973575,-78.63880814813596,59.78567814169108
35.77985834394802,-78.63844101722452,77.70828286107108
35.77980133896129,-78.63863822963036,80.8350487466422
35.77989078658349,-78.63817283494808,60.84377917779496
35.779837531481064,-78.63854034064934,80.63557827907997
35.77929843415606,-78.63912577357384,39.0704307737026
35.77967142358709,-78.63786730718411,41.742692111051234
35.77923682364792,-78.6381005019855,49.415533552513644
35.77929835606531,-78.63887946593647,57.13802527401932
35.78025457442908,-78.63811675102325,33.17580035286096
35.77954834884053,-78.63836918757417,85.07851916801167
35.78013501241264,-78.63838596441687,52.72856454494065
35.779614004135205,-78.63853413508,98.67297368577151
35.77941730854776,-78.63853619966106,81.88033798416497
35.77952451789133,-78.63864482893783,86.05068567960069
35.7794943454609,-78.6388450947368,69.06117229595701
35.77973468360051,-78.63856864268914,88.99832446832053
35.779565268145404,-78.63843486632766,90.92211830075287
35.780323418780725,-78.6388805527821,29.812851729521512
35.779590939760915,-78.63792747941231,47.20127631726568
35.78152809930987,-78.63249743365198,80.65181672796386
35.78241522563126,-78.63201123079689,28.222739363733865
35.782203848915024,-78.6327908193585,49.35188341813856
35.78157521642878,-78.63219073211695,72.06323403098713
35.781620485608606,-78.63325531928223,28.23117920379383
35.78227453340286,-78.63291434158432,37.609956331390094
35.78169447910692,-78.63251607569083,93.26880280039609
35.78216831230946,-78.63176991089401,28.115664917833655
35.78173550534987,-78.63246224819413,99.26423587066962
35.78222183979444,-78.6321016678115,46.91985847135554
35.78188665398297,-78.63245251446313,87.13535588660011
35.78114825947192,-78.63264482535462,44.64838418458454
35.781625381168226,-78.63262185990328,82.05845524315521
35.781691735323065,-78.63266464003036,81.02007300025599
35.781435487528285,-78.63185926847021,40.28068759055807
35.78129132999692,-78.63307441112725,32.062127160465764
35.781461490273,-78.63288481237133,54.535311733162274
35.78201725686607,-78.63227338376281,70.58273575524532
35.78172105665569,-78.63223852675407,80.48082852967332
35.7820907130641,-78.632516824542,68.55218202665917
35.78218429006093,-78.63281353130479,49.50890992021897
35.781867692938356,-78.63289167706189,59.78903255158463
35.781349482599026,-78.63266306504376,60.598584494490886
35.7819613153909,-78.63184501370702,42.203830779079574
35.781737794926,-78.63243563984497,98.0547226854837
35.78164467696481,-78.63258335619444,85.83114564743609
35.782541153581526,-78.63277086315443,23.68571383979301
35.782028605356075,-78.63262694419396,70.38730397956445
35.78257354970533,-78.63237610413255,25.734514992981985
35.78095908746054,-78.6320777359782,22.66761447650643
35.782173490019595,-78.63081359933963,69.19218171184599
35.78243832953911,-78.63137631091016,74.64623958749777
35.78251184723647,-78.63070839426187,55.455899003331986
35.78284572797063,-78.63139136464973,44.31761626600216
35.78218991110721,-78.63118402697303,92.22588049833851
35.78160067335735,-78.63173604966704,20.79569199165894
35.78256619831225,-78.63078715960152,58.53362781090106
35.78274743063437,-78.63161109939693,40.73851057966365
35.782062420739415,-78.63174428142526,43.80127328103126
35.78210125547238,-78.63094262617659,76.51265245884053
35.782534709046686,-78.63182573223193,35.19092842566553
35.78282055641987,-78.63175615765083,26.94075579548229
35.78181881298501,-78.63117889830593,59.87869642502403
35.78244382725069,-78.63170499993119,48.00288553777879
35.7820561444323,-78.6318306008899,36.33658644511192
35.782503425195344,-78.63134065212822,72.96038745187714
35.78220900350786,-78.63108716812746,92.48144481273047
35.78224051836526,-78.63116203496115,97.12461809626063
35.78179201657996,-78.63104201318417,56.588429223393874
